seed,success_rate,collision_rate,escape_rate,mean_final_distance,mean_final_speed,mean_fuel,mean_safety_violations,mean_return
7,0.0,0.0,1.0,70.51588842868645,0.1294863702368367,3.756504343806633,0.0,-360.0958113364802
17,0.0,0.004,0.992,70.1679084863501,0.12429147405299834,4.061448243326219,0.092,-436.80923972025084
27,0.0,0.008,0.988,70.03313880728317,0.1433914695551596,4.552481392313305,0.016,-379.15602203499685
